experiment_id,batch_id,experiment_name,method,dataset_size,num_queries,train_query_count,eval_query_count,evaluation_scope,sample_size_requested,budget,seed,utility_metric,utility,cosine_proxy_utility_eval,jaccard_precision_utility_eval,runtime_seconds,peak_memory_mb,selected_ids,selected_original_ids,status,message,diagnostics_path,config_path,git_commit,git_dirty,python_version,hardware_notes
synthetic_canonical_0013,synthetic_canonical,synthetic,C,6,12,12,12,train,6,3,0,cosine_proxy_utility,0.5746962583153908,0.5746962583153908,0.5833333333333334,0.028995600063353777,0.01267242431640625,"1,4,0","5,12,0",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0013_c.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0014,synthetic_canonical,synthetic,C,6,8,8,8,train,6,3,1,cosine_proxy_utility,0.5492491237408499,0.5492491237408499,0.625,0.02146259997971356,0.01267242431640625,"4,1,0","15,3,0",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0014_c.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0015,synthetic_canonical,synthetic,C,12,18,18,18,train,12,3,0,cosine_proxy_utility,0.2127839784800982,0.2127839784800982,0.3333333333333333,2.8176399000221863,0.37635040283203125,"11,0,2","21,0,3",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0015_c.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0016,synthetic_canonical,synthetic,C,12,17,17,17,train,12,3,1,cosine_proxy_utility,0.14778864028727318,0.14778864028727318,0.29411764705882354,2.5737408000277355,0.3762359619140625,"2,6,1","5,11,2",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0016_c.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0017,synthetic_canonical,synthetic,C,24,18,18,18,train,24,3,0,cosine_proxy_utility,0.0,,,0.0,0.0,,,skipped,exact Shapley skipped because photo count exceeds the configured limit,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0017_c.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0018,synthetic_canonical,synthetic,C,24,18,18,18,train,24,3,1,cosine_proxy_utility,0.0,,,0.0,0.0,,,skipped,exact Shapley skipped because photo count exceeds the configured limit,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0018_c.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0019,synthetic_canonical,synthetic,D,6,12,12,12,train,6,3,0,cosine_proxy_utility,0.9989508939514491,0.998950893951449,0.7083333333333334,0.0013463998911902308,0.006733894348144531,"5,0,1","16,0,5",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0019_d.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0020,synthetic_canonical,synthetic,D,6,8,8,8,train,6,3,1,cosine_proxy_utility,0.9984218434561276,0.9984218434561278,0.5625,0.000982999918051064,0.0062103271484375,"1,2,3","3,8,10",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0020_d.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0021,synthetic_canonical,synthetic,D,12,18,18,18,train,12,3,0,cosine_proxy_utility,0.9978090624554861,0.9978090624554861,0.2962962962962963,0.0015462000155821443,0.00698089599609375,"4,1,2","5,1,3",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0021_d.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0022,synthetic_canonical,synthetic,D,12,17,17,17,train,12,3,1,cosine_proxy_utility,0.9972527651380448,0.9972527651380446,0.42156862745098034,0.0014630999648943543,0.00690460205078125,"11,8,1","22,18,2",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0022_d.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0023,synthetic_canonical,synthetic,D,24,18,18,18,train,24,3,0,cosine_proxy_utility,0.9969258619956067,0.9969258619956067,0.1527777777777778,0.0015085000777617097,0.01474761962890625,"2,1,3","2,1,3",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0023_d.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_canonical_0024,synthetic_canonical,synthetic,D,24,18,18,18,train,24,3,1,cosine_proxy_utility,0.9969258619956067,0.9969258619956067,0.1527777777777778,0.0015032000374048948,0.01474761962890625,"2,1,3","2,1,3",success,,experiments\results\synthetic_canonical\diagnostics\synthetic_canonical_0024_d.json,experiments\configs\synthetic.yaml,555e668,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
