experiment_id,batch_id,experiment_name,method,dataset_size,num_queries,sample_size_requested,budget,seed,utility_metric,utility,cosine_proxy_utility_eval,jaccard_precision_utility_eval,runtime_seconds,peak_memory_mb,selected_ids,selected_original_ids,status,message,diagnostics_path,config_path,git_commit,git_dirty,python_version,hardware_notes
synthetic_20260609T115535Z_0011,synthetic_20260609T115535Z,synthetic,B,24,18,24,3,0,jaccard_precision_utility,0.2222222222222222,0.6317960213494729,0.2222222222222222,0.0011130999773740768,0.0087432861328125,"13,2,23","13,2,23",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0011_b.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0012,synthetic_20260609T115535Z,synthetic,B,24,18,24,3,1,jaccard_precision_utility,0.2222222222222222,0.6317960213494729,0.2222222222222222,0.0009298999793827534,0.00865936279296875,"13,2,23","13,2,23",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0012_b.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0013,synthetic_20260609T115535Z,synthetic,C,6,12,6,3,0,cosine_proxy_utility,0.5746962583153908,0.5746962583153908,0.5833333333333334,0.0474394999910146,0.01267242431640625,"1,4,0","5,12,0",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0013_c.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0014,synthetic_20260609T115535Z,synthetic,C,6,8,6,3,1,cosine_proxy_utility,0.5492491237408499,0.5492491237408499,0.625,0.03288720001000911,0.01267242431640625,"4,1,0","15,3,0",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0014_c.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0015,synthetic_20260609T115535Z,synthetic,C,12,18,12,3,0,cosine_proxy_utility,0.2127839784800982,0.2127839784800982,0.3333333333333333,4.573342899995623,0.37635040283203125,"11,0,2","21,0,3",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0015_c.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0016,synthetic_20260609T115535Z,synthetic,C,12,17,12,3,1,cosine_proxy_utility,0.14778864028727318,0.14778864028727318,0.29411764705882354,4.380378700006986,0.3762359619140625,"2,6,1","5,11,2",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0016_c.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0017,synthetic_20260609T115535Z,synthetic,C,24,18,24,3,0,cosine_proxy_utility,0.0,,,0.0,0.0,,,skipped,exact Shapley skipped because photo count exceeds the configured limit,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0017_c.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0018,synthetic_20260609T115535Z,synthetic,C,24,18,24,3,1,cosine_proxy_utility,0.0,,,0.0,0.0,,,skipped,exact Shapley skipped because photo count exceeds the configured limit,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0018_c.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0019,synthetic_20260609T115535Z,synthetic,D,6,12,6,3,0,cosine_proxy_utility,0.9989508939514491,0.998950893951449,0.7083333333333334,0.002148500003386289,0.006733894348144531,"5,0,1","16,0,5",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0019_d.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0020,synthetic_20260609T115535Z,synthetic,D,6,8,6,3,1,cosine_proxy_utility,0.9984218434561276,0.9984218434561278,0.5625,0.0022308999905362725,0.0062103271484375,"1,2,3","3,8,10",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0020_d.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0021,synthetic_20260609T115535Z,synthetic,D,12,18,12,3,0,cosine_proxy_utility,0.9978090624554861,0.9978090624554861,0.2962962962962963,0.004135600000154227,0.00698089599609375,"4,1,2","5,1,3",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0021_d.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0022,synthetic_20260609T115535Z,synthetic,D,12,17,12,3,1,cosine_proxy_utility,0.9972527651380448,0.9972527651380446,0.42156862745098034,0.0023164000012911856,0.00690460205078125,"11,8,1","22,18,2",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0022_d.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0023,synthetic_20260609T115535Z,synthetic,D,24,18,24,3,0,cosine_proxy_utility,0.9969258619956067,0.9969258619956067,0.1527777777777778,0.0025640999956522137,0.01474761962890625,"2,1,3","2,1,3",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0023_d.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
synthetic_20260609T115535Z_0024,synthetic_20260609T115535Z,synthetic,D,24,18,24,3,1,cosine_proxy_utility,0.9969258619956067,0.9969258619956067,0.1527777777777778,0.0029537999944295734,0.01474761962890625,"2,1,3","2,1,3",success,,experiments\results\synthetic_20260609T115535Z\diagnostics\synthetic_20260609T115535Z_0024_d.json,experiments\configs\synthetic.yaml,970c38d,False,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
